hgnc_symbol	start_position	end_position	chromosome_name
ANKRD17	ANKRD17	73939093	74124515	4
ANKRD18A	ANKRD18A	38540566	38620657	9
ANKRD18B	ANKRD18B	33524392	33573007	9
ANKRD2	ANKRD2	99332198	99343641	10
ANKRD20A1	ANKRD20A1	67926761	67969840	9
ANKRD20A2	ANKRD20A2	42368303	42411410	9
ANKRD20A3	ANKRD20A3	43064966	43133544	9
ANKRD20A4	ANKRD20A4	69381812	69425560	9
ANKRD22	ANKRD22	90581889	90611575	10
ANKRD23	ANKRD23	97490263	97523671	2
ANKRD24	ANKRD24	4183351	4224811	19
ANKRD26	ANKRD26	27280843	27389421	10
ANKRD27	ANKRD27	33087913	33167503	19
ANKRD28	ANKRD28	15708743	15901278	3
ANKRD29	ANKRD29	21178890	21242849	18
ANKRD30A	ANKRD30A	37414785	37673039	10
ANKRD30B	ANKRD30B	14728271	14852737	18
ANKRD30BL	ANKRD30BL	132905164	133015542	2
ANKRD31	ANKRD31	74364100	74532703	5
ANKRD33	ANKRD33	52281744	52285448	12
ANKRD33B	ANKRD33B	10564442	10650308	5
ANKRD34A	ANKRD34A	145470508	145475646	1
ANKRD34B	ANKRD34B	79852574	79866307	5
ANKRD34C	ANKRD34C	79575146	79590580	15
ANKRD35	ANKRD35	145549230	145568526	1
ANKRD36	ANKRD36	97779233	97930258	2
ANKRD36B	ANKRD36B	98108978	98206428	2
ANKRD36C	ANKRD36C	96514587	96657541	2
ANKRD37	ANKRD37	186317175	186321782	4
ANKRD39	ANKRD39	97502348	97523832	2
ANKRD40	ANKRD40	48770551	48785285	17
ANKRD42	ANKRD42	82904781	82971736	11
ANKRD44	ANKRD44	197831741	198175897	2
ANKRD45	ANKRD45	173578700	173639001	1
ANKRD46	ANKRD46	101521980	101572012	8
ANKRD49	ANKRD49	94226795	94232749	11
ANKRD50	ANKRD50	125585207	125633887	4
ANKRD52	ANKRD52	56631591	56652175	12
ANKRD53	ANKRD53	71205510	71212626	2
ANKRD54	ANKRD54	38226862	38245334	22
ANKRD55	ANKRD55	55395507	55529186	5
ANKRD6	ANKRD6	90142889	90343553	6
ANKRD60	ANKRD60	56793551	56803709	20
ANKRD61	ANKRD61	6071007	6076017	7
ANKRD62	ANKRD62	12093852	12129748	18
ANKRD62P1-PARP4P3	ANKRD62P1-PARP4P3	17134956	17160374	22
ANKRD65	ANKRD65	1353800	1357149	1
ANKRD66	ANKRD66	46714654	46727243	6
ANKRD7	ANKRD7	117854727	117882785	7
ANKRD9	ANKRD9	102973179	102976136	14
ANKS1A	ANKS1A	34857042	35059179	6
ANKS1B	ANKS1B	99120235	100378432	12
ANKS3	ANKS3	4746513	4784379	16
ANKS4B	ANKS4B	21244986	21263750	16
ANKS6	ANKS6	101493611	101559247	9
ANKUB1	ANKUB1	149478892	149686172	3
ANKZF1	ANKZF1	220094479	220101391	2
ANLN	ANLN	36429415	36493400	7
ANO1	ANO1	69924408	70035634	11
ANO10	ANO10	43396351	43733086	3
ANO2	ANO2	5641035	6055398	12
ANO3	ANO3	26210829	26684835	11
ANO5	ANO5	22214722	22304903	11
ANO6	ANO6	45609770	45834187	12
ANO7	ANO7	242127924	242164792	2
ANO8	ANO8	17434032	17445638	19
ANO9	ANO9	417933	442011	11
ANP32A	ANP32A	69070874	69113236	15
ANP32B	ANP32B	100745643	100778225	9
ANP32D	ANP32D	48866448	48866843	12
ANP32E	ANP32E	150190717	150208504	1
ANPEP	ANPEP	90328120	90358633	15
ANTXR1	ANTXR1	69240310	69476459	2
ANTXR2	ANTXR2	80822303	81046608	4
ANTXRL	ANTXRL	47657581	47701443	10
ANXA1	ANXA1	75766673	75785309	9
ANXA10	ANXA10	169013666	169108841	4
ANXA11	ANXA11	81910645	81965328	10
ANXA13	ANXA13	124693034	124749647	8
ANXA2	ANXA2	60639333	60695082	15
ANXA2R	ANXA2R	43039335	43043272	5
ANXA3	ANXA3	79472673	79531597	4
ANXA4	ANXA4	69871557	70053596	2
ANXA5	ANXA5	122589110	122618268	4
ANXA6	ANXA6	150480273	150537443	5
ANXA7	ANXA7	75134859	75173834	10
ANXA8	ANXA8	48255253	48279200	10
ANXA8L1	ANXA8L1	47157983	47174093	10
ANXA9	ANXA9	150954493	150968110	1
AOAH	AOAH	36552456	36764154	7
AOC1	AOC1	150521715	150558592	7
AOC2	AOC2	40996617	41002724	17
AOC3	AOC3	41003201	41010147	17
AOX1	AOX1	201450591	201541787	2
AP1AR	AP1AR	113152893	113191203	4
AP1B1	AP1B1	29723669	29819168	22
AP1G1	AP1G1	71762913	71843104	16
AP1G2	AP1G2	24028774	24037279	14
AP1M1	AP1M1	16308389	16346160	19
AP1M2	AP1M2	10683347	10697991	19
AP1S1	AP1S1	100797678	100804877	7
AP1S2	AP1S2	15843929	15873054	X
AP1S3	AP1S3	224616403	224702744	2
AP2A1	AP2A1	50270225	50310370	19
AP2A2	AP2A2	924894	1012239	11
AP2B1	AP2B1	33905065	34053436	17
AP2M1	AP2M1	183892477	183901879	3
AP2S1	AP2S1	47341393	47354249	19
AP3B1	AP3B1	77296349	77590579	5
AP3B2	AP3B2	83328033	83378666	15
AP3D1	AP3D1	2100988	2164464	19
AP3M1	AP3M1	75881524	75910821	10
AP3M2	AP3M2	42010464	42029191	8
AP3S1	AP3S1	115177178	115249778	5
AP3S2	AP3S2	90373831	90437574	15
AP4B1	AP4B1	114437370	114447823	1
AP4E1	AP4E1	51200869	51298097	15
AP4M1	AP4M1	99699172	99707968	7
AP4S1	AP4S1	31494312	31562818	14
AP5B1	AP5B1	65543364	65548273	11
AP5M1	AP5M1	57735627	57756797	14
AP5S1	AP5S1	3801178	3805949	20
AP5Z1	AP5Z1	4815253	4833943	7
APAF1	APAF1	99038919	99129204	12
APBA1	APBA1	72042446	72287222	9
APBA2	APBA2	29129629	29410518	15
APBA3	APBA3	3750817	3761697	19
APBB1	APBB1	6416355	6440644	11
APBB1IP	APBB1IP	26727132	26856732	10
APBB2	APBB2	40812044	41218731	4
APBB3	APBB3	139937853	139973337	5
APC	APC	112043195	112181936	5
APC2	APC2	1446300	1473243	19
APCDD1	APCDD1	10454625	10489945	18
APCDD1L	APCDD1L	57034157	57090187	20
APEH	APEH	49711435	49721396	3
APEX1	APEX1	20923350	20925927	14
APEX2	APEX2	55026790	55035490	X
APH1A	APH1A	150237804	150241980	1
APH1B	APH1B	63568217	63601325	15
API5	API5	43333513	43366079	11
APIP	APIP	34874641	34938046	11
APLN	APLN	128779240	128788933	X
APLNR	APLNR	57001051	57004709	11
APLP1	APLP1	36358801	36370693	19
APLP2	APLP2	129939732	130014699	11
APMAP	APMAP	24943561	24973615	20
APOA1	APOA1	116706467	116708666	11
APOA2	APOA2	161192082	161193421	1
APOA4	APOA4	116691419	116694022	11
APOA5	APOA5	116660083	116663136	11
APOB	APOB	21224301	21266945	2
APOBEC2	APOBEC2	41021043	41032250	6
APOBEC3B	APOBEC3B	39378352	39388809	22
APOBEC3C	APOBEC3C	39410088	39416357	22
APOBEC3D	APOBEC3D	39410368	39429281	22
APOBEC3F	APOBEC3F	39436609	39449915	22
APOBEC3G	APOBEC3G	39436924	39483748	22
APOBEC3H	APOBEC3H	39493229	39500072	22
APOBEC4	APOBEC4	183615541	183622451	1
APOBR	APOBR	28505970	28510291	16
APOC1	APOC1	45417504	45422606	19
APOC2	APOC2	45449243	45452822	19
APOC3	APOC3	116700422	116703788	11
APOC4	APOC4	45445495	45452820	19
APOC4-APOC2	APOC4-APOC2	45445495	45452822	19
APOD	APOD	195295573	195311076	3
APOE	APOE	45409011	45412650	19
APOF	APOF	56754353	56756607	12
APOH	APOH	64208151	64252643	17
APOL1	APOL1	36649056	36663576	22
APOL2	APOL2	36622256	36636000	22
APOL3	APOL3	36536372	36562225	22
APOL4	APOL4	36585172	36600886	22
APOL5	APOL5	36113919	36125530	22
APOL6	APOL6	36044442	36064456	22
APOLD1	APOLD1	12878851	12982909	12
APOO	APOO	23851470	23926057	X
APOOL	APOOL	84258832	84343069	X
APOPT1	APOPT1	104029299	104073860	14
APP	APP	27252861	27543446	21
APPBP2	APPBP2	58520520	58603580	17
APPL1	APPL1	57261765	57307496	3
APPL2	APPL2	105567074	105630016	12
APRT	APRT	88875747	88878352	16
APTX	APTX	32972604	33025166	9
AQP1	AQP1	30893010	30965131	7
AQP10	AQP10	154293566	154297801	1
AQP11	AQP11	77300436	77321400	11
AQP12A	AQP12A	241631262	241637900	2
AQP12B	AQP12B	241615835	241622323	2
AQP2	AQP2	50344524	50352664	12
AQP3	AQP3	33441152	33447609	9
AQP4	AQP4	24432002	24445782	18
AQP5	AQP5	50355653	50359464	12
AQP6	AQP6	50360977	50370922	12
AQP7	AQP7	33384765	33402643	9
AQP8	AQP8	25227052	25240261	16
AQP9	AQP9	58430368	58478110	15
AQR	AQR	35147732	35262040	15
AR	AR	66764465	66950461	X
ARAF	ARAF	47420516	47431307	X
ARAP1	ARAP1	72396114	72504644	11
ARAP2	ARAP2	35949843	36246131	4
ARAP3	ARAP3	141032968	141061788	5
ARC	ARC	143692405	143696833	8
ARCN1	ARCN1	118443105	118473748	11
AREG	AREG	75310851	75320726	4
AREL1	AREL1	75120140	75179818	14
ARF1	ARF1	228270361	228286912	1
ARF3	ARF3	49329506	49351334	12
ARF4	ARF4	57557090	57583947	3
ARF5	ARF5	127228399	127231759	7
ARF6	ARF6	50359810	50361490	14
ARFGAP1	ARFGAP1	61904137	61921142	20
ARFGAP2	ARFGAP2	47185848	47198676	11
ARFGAP3	ARFGAP3	43192508	43254112	22
ARFGEF1	ARFGEF1	68085747	68255912	8
ARFGEF2	ARFGEF2	47538427	47653230	20
ARFIP1	ARFIP1	153701089	153839615	4
ARFIP2	ARFIP2	6496910	6502666	11
ARFRP1	ARFRP1	62329996	62339377	20
ARG1	ARG1	131894284	131905472	6
ARG2	ARG2	68086515	68118437	14
ARGFX	ARGFX	121289551	121305481	3
ARGLU1	ARGLU1	107194021	107220512	13
ARHGAP1	ARHGAP1	46698630	46722165	11
ARHGAP10	ARHGAP10	148653214	148993931	4
ARHGAP11A	ARHGAP11A	32907345	32932150	15
ARHGAP12	ARHGAP12	32094365	32217742	10
ARHGAP15	ARHGAP15	143848931	144525921	2
ARHGAP17	ARHGAP17	24930706	25026987	16
ARHGAP18	ARHGAP18	129897277	130031370	6
ARHGAP19	ARHGAP19	98978996	99052413	10
ARHGAP19-SLIT1	ARHGAP19-SLIT1	98757795	99052413	10
ARHGAP20	ARHGAP20	110447766	110583912	11
ARHGAP21	ARHGAP21	24872538	25012597	10
ARHGAP22	ARHGAP22	49654077	49864310	10
ARHGAP23	ARHGAP23	36584662	36668628	17
ARHGAP24	ARHGAP24	86396267	86923823	4
ARHGAP25	ARHGAP25	68906733	69053965	2
ARHGAP26	ARHGAP26	142149949	142608576	5
ARHGAP27	ARHGAP27	43471275	43511787	17
ARHGAP28	ARHGAP28	6729717	6915715	18
ARHGAP29	ARHGAP29	94614544	94740624	1
ARHGAP30	ARHGAP30	161016736	161039760	1
ARHGAP31	ARHGAP31	119013220	119139561	3
ARHGAP32	ARHGAP32	128834955	129149219	11
ARHGAP33	ARHGAP33	36265434	36279724	19
ARHGAP35	ARHGAP35	47421933	47508334	19
ARHGAP36	ARHGAP36	130192216	130223857	X
ARHGAP39	ARHGAP39	145754563	145911194	8
ARHGAP4	ARHGAP4	153172821	153200452	X
ARHGAP40	ARHGAP40	37230577	37279678	20
ARHGAP42	ARHGAP42	100558384	100862668	11
ARHGAP44	ARHGAP44	12692856	12894960	17
ARHGAP5	ARHGAP5	32545320	32628934	14
ARHGAP6	ARHGAP6	11136239	11683821	X
ARHGAP8	ARHGAP8	45098355	45258665	22
ARHGAP9	ARHGAP9	57866038	57882597	12
ARHGDIA	ARHGDIA	79825597	79829282	17
ARHGDIB	ARHGDIB	15094951	15114662	12
ARHGDIG	ARHGDIG	318726	333003	16
ARHGEF1	ARHGEF1	42387228	42434302	19
ARHGEF10	ARHGEF10	1772142	1906807	8
ARHGEF10L	ARHGEF10L	17866330	18024369	1
ARHGEF11	ARHGEF11	156904632	157015162	1
ARHGEF12	ARHGEF12	120207787	120360645	11
ARHGEF15	ARHGEF15	8213559	8225829	17
ARHGEF16	ARHGEF16	3370990	3397677	1
ARHGEF17	ARHGEF17	73019334	73080136	11
ARHGEF18	ARHGEF18	7459999	7537363	19
ARHGEF19	ARHGEF19	16524349	16539104	1
ARHGEF2	ARHGEF2	155916630	155976861	1
ARHGEF25	ARHGEF25	58003963	58013162	12
ARHGEF26	ARHGEF26	153838792	153975616	3
ARHGEF28	ARHGEF28	72921983	73237818	5
ARHGEF3	ARHGEF3	56761446	57113357	3
ARHGEF33	ARHGEF33	39117021	39202590	2
ARHGEF35	ARHGEF35	143883176	143991230	7
ARHGEF37	ARHGEF37	148931510	149014531	5
ARHGEF38	ARHGEF38	106473777	106629250	4
ARHGEF39	ARHGEF39	35658872	35675863	9
ARHGEF4	ARHGEF4	131594489	131804836	2
ARHGEF40	ARHGEF40	21538429	21558399	14
ARHGEF5	ARHGEF5	144052381	144077725	7
ARHGEF6	ARHGEF6	135747706	135864247	X
ARHGEF7	ARHGEF7	111766906	111958084	13
ARHGEF9	ARHGEF9	62854847	63005426	X
ARID1A	ARID1A	27022524	27108595	1
ARID1B	ARID1B	157099063	157531913	6
ARID2	ARID2	46123448	46301823	12
ARID3A	ARID3A	925781	975939	19
ARID3B	ARID3B	74833518	74890472	15
ARID3C	ARID3C	34621376	34628104	9
ARID4A	ARID4A	58765103	58840605	14
ARID4B	ARID4B	235294949	235491534	1
ARID5A	ARID5A	97202480	97218375	2
ARID5B	ARID5B	63661059	63856703	10
ARIH1	ARIH1	72766667	72879692	15
ARIH2	ARIH2	48956254	49023815	3
ARIH2OS	ARIH2OS	48955221	48956818	3
ARL1	ARL1	101786898	101801598	12
ARL10	ARL10	175792471	175828866	5
ARL11	ARL11	50202435	50208008	13
ARL13A	ARL13A	100224697	100245818	X
ARL13B	ARL13B	93698983	93774512	3
ARL14	ARL14	160394948	160396233	3
ARL14EP	ARL14EP	30344598	30359774	11
ARL14EPL	ARL14EPL	115387163	115395815	5
ARL15	ARL15	53179775	53606412	5
ARL16	ARL16	79648204	79650954	17
ARL17A	ARL17A	44594068	44657088	17
ARL2	ARL2	64781585	64789656	11
ARL2BP	ARL2BP	57279010	57287516	16
ARL3	ARL3	104433488	104474164	10
ARL4A	ARL4A	12726481	12730559	7
ARL4C	ARL4C	235401685	235405697	2
ARL4D	ARL4D	41476327	41478505	17
ARL5A	ARL5A	152645498	152685006	2
ARL5B	ARL5B	18948334	18970568	10
ARL5C	ARL5C	37313147	37323737	17
ARL6	ARL6	97483365	97519953	3
ARL6IP1	ARL6IP1	18802991	18813000	16
ARL6IP4	ARL6IP4	123464607	123467456	12
ARL6IP5	ARL6IP5	69134095	69155217	3
ARL6IP6	ARL6IP6	153574407	153617767	2
ARL8A	ARL8A	202102532	202113869	1
ARL8B	ARL8B	5163905	5222596	3
ARL9	ARL9	57371509	57390614	4
ARMC1	ARMC1	66514694	66546442	8
ARMC10	ARMC10	102715328	102740205	7
ARMC12	ARMC12	35704809	35716856	6
ARMC2	ARMC2	109169619	109295186	6
ARMC3	ARMC3	23216953	23326518	10
ARMC4	ARMC4	28064115	28287977	10
ARMC5	ARMC5	31469401	31478487	16
ARMC6	ARMC6	19144384	19170563	19
ARMC7	ARMC7	73106047	73126360	17
ARMC8	ARMC8	137906109	138017231	3
ARMC9	ARMC9	232063260	232239548	2
ARMCX1	ARMCX1	100805514	100809683	X
ARMCX2	ARMCX2	100910267	100914876	X
ARMCX3	ARMCX3	100877787	100882833	X
ARMCX4	ARMCX4	100673275	100788446	X
ARMCX5	ARMCX5	101854096	101859087	X
ARMCX6	ARMCX6	100870110	100872991	X
ARMS2	ARMS2	124214169	124216868	10
ARNT	ARNT	150782181	150849244	1
ARNT2	ARNT2	80696692	80890278	15
ARNTL	ARNTL	13298199	13408813	11
ARNTL2	ARNTL2	27485787	27576241	12
ARPC1A	ARPC1A	98923521	98985787	7
ARPC1B	ARPC1B	98971872	98992424	7
ARPC2	ARPC2	219081817	219119079	2
ARPC3	ARPC3	110872630	110888227	12
ARPC4	ARPC4	9834179	9849410	3
ARPC4-TTLL3	ARPC4-TTLL3	9834766	9877085	3
ARPC5	ARPC5	183592401	183604892	1
ARPC5L	ARPC5L	127624409	127640003	9
ARPP19	ARPP19	52839242	52862080	15
ARPP21	ARPP21	35680437	35835988	3
ARR3	ARR3	69488155	69501690	X
ARRB1	ARRB1	74975226	75062873	11
ARRB2	ARRB2	4613784	4624794	17
ARRDC1	ARRDC1	140500106	140509812	9
ARRDC2	ARRDC2	18111941	18124911	19
ARRDC3	ARRDC3	90664541	90679176	5
ARRDC4	ARRDC4	98462784	98517068	15
ARRDC5	ARRDC5	4890449	4902879	19
ARSA	ARSA	51061182	51066607	22
ARSB	ARSB	78073032	78281910	5
ARSD	ARSD	2822011	2847392	X
ARSE	ARSE	2852699	2886286	X
ARSF	ARSF	2959512	3030767	X
ARSH	ARSH	2924654	2951612	X
ARSI	ARSI	149675906	149718870	5
ARSJ	ARSJ	114821440	114900883	4
ARSK	ARSK	94890778	94940768	5
ART1	ART1	3666358	3685646	11
ART3	ART3	76932337	77033955	4
ART4	ART4	14978503	14996429	12
ART5	ART5	3659733	3663546	11
ARTN	ARTN	44398992	44402913	1
ARV1	ARV1	231114727	231136341	1
ARVCF	ARVCF	19957419	20004331	22
ARX	ARX	25021811	25034065	X
AS3MT	AS3MT	104629273	104661656	10
ASAH1	ASAH1	17913934	17942494	8
ASAH2	ASAH2	51942538	52008370	10
ASAH2B	ASAH2B	52499078	52576255	10
ASAP1	ASAP1	131064353	131455906	8
ASAP2	ASAP2	9346894	9545812	2
ASAP3	ASAP3	23755056	23811061	1
ASB1	ASB1	239335383	239360891	2
ASB10	ASB10	150872785	150884919	7
ASB11	ASB11	15298053	15333778	X
ASB12	ASB12	63444076	63450511	X
ASB13	ASB13	5680830	5708558	10
ASB14	ASB14	57302375	57326710	3
ASB15	ASB15	123207064	123277951	7
ASB16	ASB16	42247815	42256451	17
ASB17	ASB17	76384558	76398116	1
ASB18	ASB18	237102095	237173052	2
ASB2	ASB2	94400499	94443137	14
ASB4	ASB4	95107756	95169544	7
ASB5	ASB5	177134824	177198722	4
ASB6	ASB6	132399171	132404444	9
ASB7	ASB7	101142739	101191910	15
ASB8	ASB8	48541571	48574996	12
ASB9	ASB9	15253410	15288589	X
ASCC1	ASCC1	73856278	73976892	10
ASCC2	ASCC2	30184597	30234271	22
ASCC3	ASCC3	100956070	101329248	6
ASCL1	ASCL1	103351464	103354294	12
ASCL2	ASCL2	2289725	2292182	11
ASCL3	ASCL3	8959119	8964580	11
ASCL4	ASCL4	108168162	108170421	12
ASCL5	ASCL5	201083081	201096312	1
ASF1A	ASF1A	119215384	119230332	6
ASF1B	ASF1B	14230321	14247768	19
ASGR1	ASGR1	7076750	7082883	17
ASGR2	ASGR2	7004641	7019019	17
ASH1L	ASH1L	155305059	155532598	1
ASH2L	ASH2L	37962760	38001594	8
ASIC1	ASIC1	50451331	50477394	12
ASIC2	ASIC2	31340105	32501983	17
ASIC3	ASIC3	150745379	150749843	7
ASIC4	ASIC4	220378892	220403494	2
ASIC5	ASIC5	156750881	156787425	4
ASIP	ASIP	32782375	32857150	20
ASL	ASL	65540785	65558545	7
ASMT	ASMT	1733894	1761974	X
ASMTL	ASMTL	1522032	1572655	X
ASNA1	ASNA1	12847953	12859137	19
ASNS	ASNS	97481430	97501854	7
ASNSD1	ASNSD1	190526111	190535557	2
ASPA	ASPA	3375668	3406713	17
ASPDH	ASPDH	51014857	51017947	19
ASPG	ASPG	104552016	104579098	14
ASPH	ASPH	62413116	62627155	8
ASPHD1	ASPHD1	29911696	29931185	16
ASPHD2	ASPHD2	26825239	26840981	22
ASPM	ASPM	197053258	197115824	1
ASPN	ASPN	95218487	95244788	9
ASPRV1	ASPRV1	70187226	70189397	2
ASPSCR1	ASPSCR1	79934683	79975282	17
ASRGL1	ASRGL1	62104920	62160882	11
ASS1	ASS1	133320316	133376661	9
ASTE1	ASTE1	130732719	130746493	3
ASTL	ASTL	96789589	96804175	2
ASTN1	ASTN1	176826438	177134109	1
ASTN2	ASTN2	119187504	120177348	9
ASXL1	ASXL1	30946155	31027122	20
ASXL2	ASXL2	25956622	26101385	2
ASXL3	ASXL3	31158579	31331156	18
ASZ1	ASZ1	117003276	117068177	7
ATAD1	ATAD1	89511269	89601100	10
ATAD2	ATAD2	124332090	124428590	8
ATAD2B	ATAD2B	23971534	24149984	2
ATAD3A	ATAD3A	1447531	1470067	1
ATAD3B	ATAD3B	1407143	1433228	1
ATAD3C	ATAD3C	1385069	1405538	1
ATAD5	ATAD5	29158988	29222887	17
ATCAY	ATCAY	3879862	3928077	19
ATE1	ATE1	123499939	123688316	10
ATF1	ATF1	51157493	51214905	12
ATF2	ATF2	175936978	176033110	2
ATF3	ATF3	212738676	212794119	1
ATF4	ATF4	39915700	39918691	22
ATF5	ATF5	50431959	50437192	19
ATF6	ATF6	161736084	161933860	1
ATF7	ATF7	53901640	54020199	12
ATF7IP	ATF7IP	14518610	14651697	12
ATF7IP2	ATF7IP2	10420291	10577495	16
ATG10	ATG10	81267844	81572676	5
ATG12	ATG12	115163893	115177555	5
ATG13	ATG13	46638826	46696368	11
ATG14	ATG14	55833110	55878576	14
ATG16L1	ATG16L1	234118697	234204320	2
ATG16L2	ATG16L2	72525353	72554719	11
ATG2A	ATG2A	64662007	64684722	11
ATG2B	ATG2B	96747595	96830207	14
ATG3	ATG3	112251356	112280893	3
ATG4A	ATG4A	107334898	107397901	X
ATG4B	ATG4B	242576628	242613272	2
ATG4C	ATG4C	63249806	63331184	1
ATG4D	ATG4D	10654571	10664094	19
ATG5	ATG5	106632351	106773666	6
ATG7	ATG7	11313995	11599139	3
ATG9A	ATG9A	220074494	220094439	2
ATG9B	ATG9B	150709297	150721586	7
ATIC	ATIC	216176540	216214487	2
ATL1	ATL1	50999227	51099786	14
ATL2	ATL2	38522022	38604427	2
ATL3	ATL3	63391559	63439393	11
ATM	ATM	108093211	108239829	11
ATMIN	ATMIN	81069452	81080963	16
ATN1	ATN1	7033626	7051484	12
ATOH1	ATOH1	94750042	94751221	4
ATOH7	ATOH7	69990386	69991871	10
ATOH8	ATOH8	85978467	86015189	2
ATOX1	ATOX1	151121877	151152093	5
ATP10A	ATP10A	25922420	26110317	15
ATP10B	ATP10B	159990127	160279221	5
ATP10D	ATP10D	47487305	47595503	4
ATP11A	ATP11A	113344643	113541482	13
ATP11B	ATP11B	182511288	182639423	3
ATP11C	ATP11C	138808505	139027435	X
ATP12A	ATP12A	25254549	25285921	13
ATP13A1	ATP13A1	19756007	19774502	19
ATP13A2	ATP13A2	17312453	17338423	1
ATP13A3	ATP13A3	194123401	194219093	3
ATP13A4	ATP13A4	193119866	193310900	3
ATP13A5	ATP13A5	192992579	193096632	3
ATP1A1	ATP1A1	116915290	116952883	1
ATP1A2	ATP1A2	160085549	160113381	1
ATP1A3	ATP1A3	42470734	42501649	19
ATP1A4	ATP1A4	160121360	160156767	1
ATP1B1	ATP1B1	169074935	169101960	1
ATP1B2	ATP1B2	7549945	7561086	17
ATP1B3	ATP1B3	141594966	141645356	3
ATP1B4	ATP1B4	119495967	119516226	X
ATP2A1	ATP2A1	28889726	28915830	16
ATP2A2	ATP2A2	110718561	110788898	12
ATP2A3	ATP2A3	3827169	3867736	17
ATP2B1	ATP2B1	89981828	90103077	12
ATP2B2	ATP2B2	10365707	10749716	3
ATP2B3	ATP2B3	152783134	152848397	X
ATP2B4	ATP2B4	203595689	203713209	1
ATP2C1	ATP2C1	130569439	130735556	3
ATP2C2	ATP2C2	84402133	84497793	16
ATP4A	ATP4A	36040945	36054560	19
ATP4B	ATP4B	114303119	114312501	13
ATP6AP1	ATP6AP1	153656978	153664862	X
ATP6AP1L	ATP6AP1L	81575281	81682796	5
ATP6AP2	ATP6AP2	40440146	40465889	X
ATP6V0A1	ATP6V0A1	40610862	40674629	17
ATP6V0A2	ATP6V0A2	124196865	124246302	12
ATP6V0A4	ATP6V0A4	138391040	138484305	7
ATP6V0B	ATP6V0B	44440159	44443967	1
ATP6V0C	ATP6V0C	2563871	2570219	16
ATP6V0D1	ATP6V0D1	67471917	67515140	16
ATP6V0D2	ATP6V0D2	86999552	87166457	8
ATP6V0E1	ATP6V0E1	172410760	172462448	5
ATP6V0E2	ATP6V0E2	149570057	149577784	7
ATP6V1A	ATP6V1A	113465866	113530903	3
ATP6V1B1	ATP6V1B1	71163012	71192536	2
ATP6V1B2	ATP6V1B2	20054878	20084330	8
ATP6V1C1	ATP6V1C1	104033291	104085279	8
ATP6V1C2	ATP6V1C2	10861775	10925236	2
ATP6V1D	ATP6V1D	67761088	67826982	14
ATP6V1E1	ATP6V1E1	18074902	18111584	22
ATP6V1E2	ATP6V1E2	46717889	46769696	2
ATP6V1F	ATP6V1F	128502880	128505898	7
ATP6V1G1	ATP6V1G1	117350026	117360653	9
ATP6V1H	ATP6V1H	54628117	54756118	8
ATP7A	ATP7A	77166194	77305892	X
ATP7B	ATP7B	52506809	52585630	13
ATP8A1	ATP8A1	42410390	42659122	4
ATP8A2	ATP8A2	25946209	26599989	13
ATP8B1	ATP8B1	55313658	55470333	18
ATP8B2	ATP8B2	154298029	154323783	1
ATP8B3	ATP8B3	1782074	1812275	19
ATP8B4	ATP8B4	50150435	50475014	15
ATP9A	ATP9A	50213053	50385173	20
ATP9B	ATP9B	76829285	77138283	18
ATPAF1	ATPAF1	47098409	47139539	1
ATPAF2	ATPAF2	17880723	17942523	17
ATR	ATR	142168077	142297668	3
ATRAID	ATRAID	27434895	27440046	2
ATRIP	ATRIP	48488114	48507115	3
ATRN	ATRN	3451687	3631769	20
ATRNL1	ATRNL1	116853124	117708503	10
ATRX	ATRX	76760356	77041702	X
ATXN1	ATXN1	16299343	16761722	6
ATXN10	ATXN10	46067678	46241187	22
ATXN1L	ATXN1L	71879894	71919171	16
ATXN2	ATXN2	111890018	112037480	12
ATXN2L	ATXN2L	28834356	28848558	16
ATXN3	ATXN3	92524896	92572965	14
ATXN3L	ATXN3L	13336770	13338518	X
ATXN7	ATXN7	63850233	63989138	3
ATXN7L1	ATXN7L1	105245514	105517050	7
ATXN7L2	ATXN7L2	110026101	110035426	1
ATXN7L3	ATXN7L3	42269173	42277481	17
ATXN7L3B	ATXN7L3B	74931551	74935223	12
AUH	AUH	93976097	94124195	9
AUNIP	AUNIP	26158414	26185903	1
AUP1	AUP1	74753772	74757066	2
AURKA	AURKA	54944445	54967393	20
AURKAIP1	AURKAIP1	1309110	1310875	1
AURKB	AURKB	8108056	8113918	17
AURKC	AURKC	57742377	57746916	19
AUTS2	AUTS2	69063905	70258054	7
AVEN	AVEN	34158428	34331377	15
AVIL	AVIL	58191159	58212487	12
AVL9	AVL9	32535038	33078516	7
AVP	AVP	3063202	3065370	20
AVPI1	AVPI1	99437181	99447080	10
AVPR1A	AVPR1A	63539014	63544722	12
AVPR1B	AVPR1B	206223976	206231639	1
AVPR2	AVPR2	153167985	153172620	X
AWAT1	AWAT1	69454505	69460477	X
AWAT2	AWAT2	69260392	69269788	X
AXDND1	AXDND1	179334855	179523870	1
AXIN1	AXIN1	337440	402673	16
AXIN2	AXIN2	63524681	63557765	17
AXL	AXL	41725108	41767671	19
AZGP1	AZGP1	99564343	99573780	7
AZI2	AZI2	28356494	28390618	3
AZIN1	AZIN1	103838585	103906092	8
AZU1	AZU1	825097	832017	19
B2M	B2M	45003675	45011075	15
B3GALNT1	B3GALNT1	160801671	160823172	3
B3GALNT2	B3GALNT2	235613238	235667781	1
